Időpont;Letöltés;Letöltés %;Feltöltés;Feltöltés %;Válaszidő;Csomagvesztés
2023.12.15 13:30;902.72 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 15:30;896.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 16:30;872.57 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.15 17:30;888.10 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.15 18:30;884.67 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.15 19:30;878.39 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.15 20:30;890.73 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.15 21:30;902.72 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 22:30;891.87 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.15 23:30;860.91 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.16 0:30;896.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 1:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 2:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 3:30;903.75 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 4:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 5:30;902.15 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 6:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 7:30;900.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 8:30;892.21 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.16 9:30;895.41 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 10:30;885.70 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.16 11:30;856.23 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.16 12:30;872.79 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.16 13:30;803.11 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.16 14:30;879.88 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.16 15:30;877.25 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.16 16:30;880.45 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.16 18:30;903.41 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.16 19:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 20:30;905.47 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.16 22:30;879.76 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.16 23:30;873.71 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.17 0:30;895.64 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.17 1:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.17 2:30;873.71 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.17 3:30;869.25 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.17 4:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.17 5:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.17 6:30;894.16 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 7:30;886.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 8:30;883.30 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.17 9:30;891.87 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 10:30;889.36 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 11:30;831.90 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.17 12:30;883.65 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.17 13:30;888.67 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 14:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.17 15:30;831.44 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.17 16:30;848.12 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.17 17:30;848.46 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.17 18:30;826.87 Mbps;83%;319.82 Mbps;107%;2 msec.;1
2023.12.17 19:30;890.73 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.17 20:30;894.27 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2023.12.17 22:30;902.15 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.17 23:30;899.07 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.18 0:30;902.84 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.18 1:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 2:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 3:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 4:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 5:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 6:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.18 7:30;893.81 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.18 8:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 9:30;844.23 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.18 10:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 11:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 12:30;885.93 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.18 13:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 14:30;914.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 15:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 16:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 17:30;907.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 18:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 19:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 20:30;903.41 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.18 21:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.18 22:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.18 22:36;896.56 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.18 23:30;902.38 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.19 0:30;902.38 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.19 1:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 2:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 3:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 4:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 5:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 6:30;911.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 7:30;881.13 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.19 8:30;804.36 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.19 9:30;815.90 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.19 10:30;764.27 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.12.19 11:30;868.91 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.19 12:30;817.96 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.19 13:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.19 13:36;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.19 13:42;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.19 14:30;871.88 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.19 15:30;841.95 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.19 16:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 17:30;906.27 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 18:30;856.11 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.19 19:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 21:30;897.81 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.19 22:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.19 23:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.19 23:36;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 0:30;901.92 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.20 1:30;817.62 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.20 2:30;862.06 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.20 3:30;821.27 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.20 4:30;810.76 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.20 6:30;850.75 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.20 7:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 8:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 9:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 10:30;883.19 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.20 11:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 12:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 13:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 14:30;906.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 15:30;903.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.20 16:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 17:30;906.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 18:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.20 19:30;901.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.20 20:30;907.87 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 21:30;879.53 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.20 22:30;907.07 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.20 23:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 0:30;884.22 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.21 1:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 2:30;904.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.21 3:30;907.87 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 4:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 5:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 6:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 7:30;906.27 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 8:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 9:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 10:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 11:30;907.07 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 12:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.21 12:36;900.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.21 13:30;872.57 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.21 14:30;902.84 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.21 15:30;905.47 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 16:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 17:30;902.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.21 18:30;905.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 19:30;907.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 21:30;898.38 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.21 22:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.21 23:30;869.14 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.22 0:30;909.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 1:30;845.49 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.22 2:30;850.29 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.22 3:30;821.27 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.22 4:30;824.81 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.22 6:30;841.38 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.22 7:30;871.88 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.22 8:30;858.17 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.22 9:30;860.57 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.22 10:30;901.81 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.22 11:30;825.50 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.22 12:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 14:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 15:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.22 15:36;892.10 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.22 17:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.22 17:37;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.22 18:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 19:30;914.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 20:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 21:30;906.27 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.22 22:30;900.10 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.22 23:30;902.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.23 0:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 1:30;886.16 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.23 2:30;848.92 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.23 3:30;904.10 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.23 5:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 6:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 7:30;903.07 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.23 8:30;901.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.23 10:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 11:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 12:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 13:30;906.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 14:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 16:30;866.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.23 17:30;906.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 18:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.23 19:30;840.24 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.23 20:30;865.03 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.23 21:30;827.55 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.23 22:30;854.40 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.23 23:30;818.99 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.24 0:30;851.54 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.24 1:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 3:30;900.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.24 4:30;900.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.24 5:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 6:30;905.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 7:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 8:30;903.64 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.24 9:30;814.07 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.24 10:30;906.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 11:30;839.44 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.24 12:30;827.21 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.24 13:30;879.76 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.24 14:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.24 18:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.24 18:36;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.24 18:43;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.24 19:30;819.56 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.24 20:30;882.16 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.24 21:30;893.36 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.24 22:30;853.03 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.24 23:45;888.10 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.25 0:30;821.50 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.25 1:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 2:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 3:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 4:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 5:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 6:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 7:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 8:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.25 9:30;897.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.25 10:30;890.39 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.25 11:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 12:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 13:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 14:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.25 14:36;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 15:30;876.45 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.25 16:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 17:30;903.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.25 18:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.25 19:30;822.76 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.25 20:30;851.43 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.25 21:30;839.89 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.25 22:30;814.99 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.25 23:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.26 0:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 1:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 2:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 3:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 4:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 5:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 6:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 7:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 8:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 9:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 10:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 11:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.26 11:36;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 12:30;901.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.26 13:30;897.81 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.26 14:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 15:30;895.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.26 16:30;839.44 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.26 17:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 18:30;884.45 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.26 19:30;869.37 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.26 20:30;864.57 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.26 21:30;897.13 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.26 22:30;911.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.26 23:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 0:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 1:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 2:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 4:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.27 5:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 6:30;903.30 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.27 7:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 9:30;912.43 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 10:30;903.75 Mbps;90%;325.06 Mbps;108%;3 msec.;1
2023.12.27 11:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 12:30;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.27 13:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.27 14:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 15:30;888.44 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.27 17:30;861.94 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.27 18:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 19:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 20:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.27 21:30;905.81 Mbps;91%;319.82 Mbps;107%;2 msec.;1
2023.12.27 22:30;909.92 Mbps;91%;319.82 Mbps;107%;2 msec.;1
2023.12.27 23:30;914.72 Mbps;91%;319.82 Mbps;107%;2 msec.;1
2023.12.28 0:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 2:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 3:30;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.28 5:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 6:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 7:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.28 8:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 9:30;904.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.28 10:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 11:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 12:30;758.78 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.12.28 13:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 14:30;829.04 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.28 16:30;834.29 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.28 17:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 18:30;847.78 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.28 19:30;851.77 Mbps;85%;319.82 Mbps;107%;2 msec.;1
2023.12.28 20:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.28 22:30;896.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.28 23:30;864.11 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.29 1:30;846.18 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.29 2:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 3:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 5:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 6:30;885.25 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.29 7:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 9:30;906.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 10:30;840.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.29 11:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.29 11:37;901.13 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.29 13:30;900.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.29 14:30;882.28 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.29 16:30;902.27 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.29 17:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.29 18:30;807.68 Mbps;81%;325.06 Mbps;108%;2 msec.;1
